X,Y,Class,Drink,Rank,Amount,Quantity,Index
-28.702961,3.2130773,A,Coke,8,199.34283060224652,606,0
-27.741648,2.020691,A,Coke,8,72.34713976576307,571,1
-24.49847,3.949816,A,Coke,8,-122.37602360938408,966,2
-27.885393,3.8070948,A,Coke,8,163.7804369378767,714,3
-29.488844,4.9452252,A,Coke,8,415.8425631014783,649,4
-28.029997,5.4349093,A,Coke,8,253.48694583058176,808,5
-25.804882,3.1720347,A,Coke,8,-16.175626804702986,776,6
-26.640472,2.1639967,A,Coke,8,-5.03396143562955,660,7
-27.589783,3.903455,A,Coke,8,148.39245431320683,735,8
-24.483849,2.5935485,A,Coke,8,-282.65604893155955,844,9
-28.876225,4.1737123,A,Coke,8,263.28901619026544,669,10
-24.321625,3.602462,A,Coke,8,-204.7751995231722,975,11
-26.738821,5.2326016,A,Coke,8,144.4157803129486,863,12
-26.563044,1.3772557,A,Coke,8,-53.59530038861544,554,13
-25.863451,5.579861,A,Coke,8,95.10896450118685,984,14
-27.346735,4.870955,A,Coke,8,171.11026342448645,806,15
-25.91185,3.1903872,A,Coke,8,-5.024570226001828,773,16
-28.872341,6.336052,A,Coke,8,482.5542542718414,887,17
-27.0916,3.9673007,A,Coke,8,119.02515686342728,764,18
-27.636671,5.631078,A,Coke,8,232.9308685499704,845,19
-26.86201,5.36304,A,Coke,8,158.20680025243644,866,20
-24.972235,4.4077487,A,Coke,8,-27.111948054927865,943,21
-26.021162,5.3569202,A,Coke,8,97.30055505241322,930,22
-26.097025,1.2071785,A,Coke,8,-111.54218579118006,534,23
-25.893927,4.431602,A,Coke,8,54.1099092336087,859,24
-26.937624,5.652031,A,Coke,8,177.86978265122465,887,25
-28.256172,2.7444944,A,Coke,8,141.77271900095107,605,26
-24.729635,2.0073981,A,Coke,8,-291.9340247759551,759,27
-27.08857,4.608081,A,Coke,8,143.7276632107725,803,28
-28.420153,5.2229433,A,Coke,8,276.3522077897221,770,29
-27.075565,3.0759988,A,Coke,8,76.8703435223519,707,30
-26.51613,3.0911186,A,Coke,8,39.77926088214224,736,31
-27.471096,6.163675,A,Coke,8,254.74008336673637,909,32
-26.238792,2.6441033,A,Coke,8,-7.6283323325919525,716,33
-28.642925,2.6305716,A,Coke,8,168.72365791369228,540,34
-25.145212,1.5354918,A,Coke,8,-252.6080310725468,656,35
-28.61856,3.749715,A,Coke,8,216.42455894260783,662,36
-27.62314,6.285703,A,Coke,8,277.54969191867144,918,37
-26.272614,1.7293457,A,Coke,8,-67.84350464452771,634,38
