X,Y,Class,Drink,Rank,Amount,Quantity,Index
-44.084,1.0958674,A,Coke,8,199.34283060224652,606,0
-44.11226,2.649062,A,Coke,8,72.34713976576307,571,1
-40.3193,3.270369,A,Coke,8,-122.37602360938408,966,2
-43.06521,1.1675465,A,Coke,8,163.7804369378767,714,3
-43.57884,-0.78600043,A,Coke,8,415.8425631014783,649,4
-42.10939,-0.19150463,A,Coke,8,253.48694583058176,808,5
-41.844868,3.022807,A,Coke,8,-16.175626804702986,776,6
-43.149883,3.2700648,A,Coke,8,-5.03396143562955,660,7
-42.770176,1.2886646,A,Coke,8,148.39245431320683,735,8
-41.215065,4.345218,A,Coke,8,-282.65604893155955,844,9
-43.589806,0.2186868,A,Coke,8,263.28901619026544,669,10
-40.408455,3.661449,A,Coke,8,-204.7751995231722,975,11
-41.237034,0.79231685,A,Coke,8,144.4157803129486,863,12
-43.610577,3.9427335,A,Coke,8,-53.59530038861544,554,13
-40.307888,1.0982176,A,Coke,8,95.10896450118685,984,14
-41.93694,0.6955383,A,Coke,8,171.11026342448645,806,15
-41.912617,2.940908,A,Coke,8,-5.024570226001828,773,16
-42.156796,-1.467529,A,Coke,8,482.5542542718414,887,17
-42.34405,1.5651009,A,Coke,8,119.02515686342728,764,18
-41.675865,-0.07927578,A,Coke,8,232.9308685499704,845,19
-41.242603,0.6146633,A,Coke,8,158.20680025243644,866,20
-40.383934,2.5983267,A,Coke,8,-27.111948054927865,943,21
-40.584682,1.1781831,A,Coke,8,97.30055505241322,930,22
-43.35371,4.377569,A,Coke,8,-111.54218579118006,534,23
-41.09971,1.9794322,A,Coke,8,54.1099092336087,859,24
-41.11201,0.34308726,A,Coke,8,177.86978265122465,887,25
-44.042145,1.7551497,A,Coke,8,141.77271900095107,605,26
-41.779045,4.629248,A,Coke,8,-291.9340247759551,759,27
-41.919518,1.0623147,A,Coke,8,143.7276632107725,803,28
-42.551968,-0.28303844,A,Coke,8,276.3522077897221,770,29
-42.903297,2.2567325,A,Coke,8,76.8703435223519,707,30
-42.45631,2.6144571,A,Coke,8,39.77926088214224,736,31
-41.20961,-0.40377575,A,Coke,8,254.74008336673637,909,32
-42.5312,3.146965,A,Coke,8,-7.6283323325919525,716,33
-44.425224,1.5830998,A,Coke,8,168.72365791369228,540,34
-42.396477,4.7264795,A,Coke,8,-252.6080310725468,656,35
-43.66426,0.73113906,A,Coke,8,216.42455894260783,662,36
-41.244488,-0.60017794,A,Coke,8,277.54969191867144,918,37
-43.150806,3.8533642,A,Coke,8,-67.84350464452771,634,38
-42.85747,2.7238157,A,Coke,8,38.15752482975709,700,39
-42.939545,4.6865463,A,Coke,8,-201.63065790949656,547,40
-41.50815,-0.8787404,A,Coke,8,319.9293951569641,906,41
-43.492012,-0.45518914,A,Coke,8,342.43446842662513,671,42
-41.93442,-0.9548599,A,Coke,8,346.6993609086114,859,43
-42.971413,0.7846595,A,Coke,8,191.57701540000303,726,44
-42.671085,4.729,A,Coke,8,-236.85747567317628,600,45
-40.60265,3.15173,A,Coke,8,-86.75256818240999,897,46
-41.64095,-0.33341014,A,Coke,8,256.8416375307877,858,47
-43.198277,2.4161072,A,Coke,8,69.89322834804346,678,48
-43.370262,4.2202983,A,Coke,8,-93.11153437899495,562,49
-44.019035,2.4123416,A,Coke,8,88.03654726766617,595,50
-41.539062,-0.67268306,A,Coke,8,292.234753283671,887,51
-42.511486,2.4220161,A,Coke,8,56.06562243249761,736,52
-43.78973,1.3129275,A,Coke,8,171.42251430234927,642,53
-42.983578,3.7045648,A,Coke,8,-57.851665739584035,659,54
-41.914093,-0.19148749,A,Coke,8,248.74225675424535,826,55
-43.5295,3.980899,A,Coke,8,-61.698720578637534,565,56
-43.06146,3.2040813,A,Coke,8,-0.351408716907315,669,57
-43.893147,1.0088655,A,Coke,8,200.28966630496103,633,58
-42.52326,-0.7289818,A,Coke,8,331.63733058640554,783,59
-41.769806,2.8998663,A,Coke,8,-5.952040753407758,785,60
-40.787132,-0.0034129112,A,Coke,8,202.6534866226712,945,61
-42.100525,-1.0742176,A,Coke,8,374.3724267099553,847,62
-40.42912,0.6405174,A,Coke,8,135.11065879096654,972,63
-40.811302,2.8543668,A,Coke,8,-40.41061877547048,876,64
