X,Y,Class,Drink,Rank,Amount,Quantity,Index
-1.5225978,-29.491898,A,Coke,8,199.34283060224652,606,0
-3.356507,-30.111103,A,Coke,8,72.34713976576307,571,1
-3.457971,-34.803257,A,Coke,8,-122.37602360938408,966,2
-1.2831618,-31.046095,A,Coke,8,163.7804369378767,714,3
1.2959287,-29.663456,A,Coke,8,415.8425631014783,649,4
1.2084209,-32.495304,A,Coke,8,253.48694583058176,808,5
-3.3782663,-32.945152,A,Coke,8,-16.175626804702986,776,6
-3.9728982,-31.468,A,Coke,8,-5.03396143562955,660,7
-1.430276,-31.49642,A,Coke,8,148.39245431320683,735,8
-4.760573,-33.846214,A,Coke,8,-282.65604893155955,844,9
-0.19619472,-29.817808,A,Coke,8,263.28901619026544,669,10
-3.80769,-34.767715,A,Coke,8,-204.7751995231722,975,11
-0.08773829,-33.854122,A,Coke,8,144.4157803129486,863,12
-4.9643497,-31.266087,A,Coke,8,-53.59530038861544,554,13
-0.258159,-34.98334,A,Coke,8,95.10896450118685,984,14
-0.31517658,-32.748756,A,Coke,8,171.11026342448645,806,15
-3.314083,-32.85071,A,Coke,8,-5.024570226001828,773,16
2.780606,-32.581978,A,Coke,8,482.5542542718414,887,17
-1.7934617,-32.122482,A,Coke,8,119.02515686342728,764,18
1.1481332,-33.09236,A,Coke,8,232.9308685499704,845,19
0.121956736,-33.84564,A,Coke,8,158.20680025243644,866,20
-2.9219356,-34.678024,A,Coke,8,-27.111948054927865,943,21
-0.3667186,-34.73364,A,Coke,8,97.30055505241322,930,22
-5.2793574,-31.555828,A,Coke,8,-111.54218579118006,534,23
-2.2064686,-33.77509,A,Coke,8,54.1099092336087,859,24
0.49747705,-34.007557,A,Coke,8,177.86978265122465,887,25
-2.3624082,-29.761513,A,Coke,8,141.77271900095107,605,26
-5.1891565,-33.235374,A,Coke,8,-291.9340247759551,759,27
-0.8642465,-32.705902,A,Coke,8,143.7276632107725,803,28
1.2151175,-31.82342,A,Coke,8,276.3522077897221,770,29
-2.8255863,-31.575274,A,Coke,8,76.8703435223519,707,30
-3.109036,-32.17785,A,Coke,8,39.77926088214224,736,31
1.6127818,-33.650986,A,Coke,8,254.74008336673637,909,32
-3.6662965,-32.145107,A,Coke,8,-7.6283323325919525,716,33
-2.2077641,-29.199226,A,Coke,8,168.72365791369228,540,34
-5.4310718,-32.59994,A,Coke,8,-252.6080310725468,656,35
-0.95636547,-29.844433,A,Coke,8,216.42455894260783,662,36
1.8687632,-33.561462,A,Coke,8,277.54969191867144,918,37
-4.65542,-31.597105,A,Coke,8,-67.84350464452771,634,38
-3.3151438,-31.710878,A,Coke,8,38.15752482975709,700,39
-5.485167,-32.037582,A,Coke,8,-201.63065790949656,547,40
2.1783268,-33.224155,A,Coke,8,319.9293951569641,906,41
1.0681139,-29.815067,A,Coke,8,342.43446842662513,671,42
2.2292368,-32.736732,A,Coke,8,346.6993609086114,859,43
-0.82274526,-31.035553,A,Coke,8,191.57701540000303,726,44
-5.483658,-32.33184,A,Coke,8,-236.85747567317628,600,45
-3.3456657,-34.49305,A,Coke,8,-86.75256818240999,897,46
1.4670361,-33.12661,A,Coke,8,256.8416375307877,858,47
-3.0792398,-31.20147,A,Coke,8,69.89322834804346,678,48
-5.133499,-31.505022,A,Coke,8,-93.11153437899495,562,49
-3.1338277,-30.148127,A,Coke,8,88.03654726766617,595,50
1.90809,-33.237755,A,Coke,8,292.234753283671,887,51
-2.9166296,-32.09201,A,Coke,8,56.06562243249761,736,52
